2.13594	20	20	54.63451
2.13594	54.63451	20	88.48498
2.13594	88.48498	20	121.99113
2.13594	121.99113	20	155.24148
2.13594	155.24148	20	188.27312
2.13594	188.27312	20	221.10736
2.13594	221.10736	20	253.75873
2.13594	253.75873	20	286.23819
2.13594	286.23819	20	318.55455
2.13594	318.55455	20	350.71515
2.13594	350.71515	20	382.72632
2.13594	382.72632	20	414.59394
2.13594	414.59394	20	446.32287
2.13594	446.32287	20	477.91665
2.13594	477.91665	20	509.37991
2.13594	509.37991	20	540.71637
2.13594	540.71637	20	571.92939
2.13594	571.92939	20	603.022
2.13594	603.022	20	633.99713
2.13594	633.99713	20	664.8575
2.13594	664.8575	20	695.60565
2.13594	695.60565	20	726.24398
2.13594	726.24398	20	756.77472
2.13594	756.77472	20	787.19999
2.13594	787.19999	20	817.52181
2.13594	817.52181	20	847.74206
2.13594	847.74206	20	877.86256
2.13594	877.86256	20	907.885
2.13594	907.885	20	937.81104
2.13594	937.81104	20	967.64222
2.13594	967.64222	20	997.38006
2.13594	997.38006	20	1027.02598
2.13594	1027.02598	20	1056.58136
2.13594	1056.58136	20	1086.04752
2.13594	1086.04752	20	1115.42571
2.13594	1115.42571	20	1144.71717
2.13594	1144.71717	20	1173.92307
2.13594	1173.92307	20	1203.04454
2.13594	1203.04454	20	1232.08267
2.13594	1232.08267	20	1261.03852
2.13594	1261.03852	20	1289.91311
2.13594	1289.91311	20	1318.70743
2.13594	1318.70743	20	1347.42243
2.13594	1347.42243	20	1376.05903
2.13594	1376.05903	20	1404.61814
2.13594	1404.61814	20	1433.10062
2.13594	1433.10062	20	1461.50732
2.13594	1461.50732	20	1489.83907
2.13594	1489.83907	20	1518.09665
2.13594	1518.09665	20	1546.28084
