2.30396	20	20	57.02862
2.30396	57.02862	20	93.23888
2.30396	93.23888	20	129.1083
2.30396	129.1083	20	164.72571
2.30396	164.72571	20	200.12688
2.30396	200.12688	20	235.33236
2.30396	235.33236	20	270.35583
2.30396	270.35583	20	305.20772
2.30396	305.20772	20	339.89641
2.30396	339.89641	20	374.42896
2.30396	374.42896	20	408.81144
2.30396	408.81144	20	443.04964
2.30396	443.04964	20	477.1477
2.30396	477.1477	20	511.10988
2.30396	511.10988	20	544.94037
2.30396	544.94037	20	578.64277
2.30396	578.64277	20	612.2203
2.30396	612.2203	20	645.67605
2.30396	645.67605	20	679.0129
2.30396	679.0129	20	712.23351
2.30396	712.23351	20	745.3404
2.30396	745.3404	20	778.33593
2.30396	778.33593	20	811.22232
2.30396	811.22232	20	844.00167
2.30396	844.00167	20	876.67598
2.30396	876.67598	20	909.24712
2.30396	909.24712	20	941.71687
2.30396	941.71687	20	974.08695
2.30396	974.08695	20	1006.35898
2.30396	1006.35898	20	1038.53453
2.30396	1038.53453	20	1070.61509
2.30396	1070.61509	20	1102.60209
2.30396	1102.60209	20	1134.4969
2.30396	1134.4969	20	1166.30084
2.30396	1166.30084	20	1198.01518
2.30396	1198.01518	20	1229.64113
2.30396	1229.64113	20	1261.17987
2.30396	1261.17987	20	1292.63254
2.30396	1292.63254	20	1324.00022
2.30396	1324.00022	20	1355.28399
2.30396	1355.28399	20	1386.48485
2.30396	1386.48485	20	1417.60381
2.30396	1417.60381	20	1448.64181
2.30396	1448.64181	20	1479.59978
2.30396	1479.59978	20	1510.47864
2.30396	1510.47864	20	1541.27924
2.30396	1541.27924	20	1572.00244
2.30396	1572.00244	20	1602.64907
2.30396	1602.64907	20	1633.21991
2.30396	1633.21991	20	1663.71576
2.19239	20	20	55.44411
2.19239	55.44411	20	90.0922
2.19239	90.0922	20	124.39689
2.19239	124.39689	20	158.44689
2.19239	158.44689	20	192.27897
2.19239	192.27897	20	225.91409
2.19239	225.91409	20	259.36657
2.19239	259.36657	20	292.64717
2.19239	292.64717	20	325.76458
2.19239	325.76458	20	358.72605
2.19239	358.72605	20	391.53783
2.19239	391.53783	20	424.20602
2.19239	424.20602	20	456.73465
2.19239	456.73465	20	489.12791
2.19239	489.12791	20	521.39022
2.19239	521.39022	20	553.52527
2.19239	553.52527	20	585.53633
2.19239	585.53633	20	617.42649
2.19239	617.42649	20	649.19865
2.19239	649.19865	20	680.85552
2.19239	680.85552	20	712.39964
2.19239	712.39964	20	743.83338
2.19239	743.83338	20	775.15897
2.19239	775.15897	20	806.37854
2.19239	806.37854	20	837.49409
2.19239	837.49409	20	868.5075
2.19239	868.5075	20	899.42057
2.19239	899.42057	20	930.23501
2.19239	930.23501	20	960.95247
2.19239	960.95247	20	991.5745
2.19239	991.5745	20	1022.1026
2.19239	1022.1026	20	1052.5382
2.19239	1052.5382	20	1082.88267
2.19239	1082.88267	20	1113.13734
2.19239	1113.13734	20	1143.30347
2.19239	1143.30347	20	1173.38229
2.19239	1173.38229	20	1203.37496
2.19239	1203.37496	20	1233.28262
2.19239	1233.28262	20	1263.10636
2.19239	1263.10636	20	1292.84725
2.19239	1292.84725	20	1322.5063
2.19239	1322.5063	20	1352.08449
2.19239	1352.08449	20	1381.5828
2.19239	1381.5828	20	1411.00214
2.19239	1411.00214	20	1440.34341
2.19239	1440.34341	20	1469.60748
2.19239	1469.60748	20	1498.7952
2.19239	1498.7952	20	1527.9074
2.19239	1527.9074	20	1556.94486
2.19239	1556.94486	20	1585.90838
2.07904	20	20	53.81306
2.07904	53.81306	20	86.8546
2.07904	86.8546	20	119.55116
2.07904	119.55116	20	151.99094
2.07904	151.99094	20	184.21137
2.07904	184.21137	20	216.23403
2.07904	216.23403	20	248.07369
2.07904	248.07369	20	279.74146
2.07904	279.74146	20	311.24628
2.07904	311.24628	20	342.59561
2.07904	342.59561	20	373.79583
2.07904	373.79583	20	404.85255
2.07904	404.85255	20	435.77138
2.07904	435.77138	20	466.55548
2.07904	466.55548	20	497.20956
2.07904	497.20956	20	527.73734
2.07904	527.73734	20	558.14227
2.07904	558.14227	20	588.42735
2.07904	588.42735	20	618.59551
2.07904	618.59551	20	648.64948
2.07904	648.64948	20	678.59181
2.07904	678.59181	20	708.4249
2.07904	708.4249	20	738.15101
2.07904	738.15101	20	767.77226
2.07904	767.77226	20	797.29066
2.07904	797.29066	20	826.70811
2.07904	826.70811	20	856.02641
2.07904	856.02641	20	885.24728
2.07904	885.24728	20	914.37236
2.07904	914.37236	20	943.40321
2.07904	943.40321	20	972.34133
2.07904	972.34133	20	1001.18815
2.07904	1001.18815	20	1029.94504
2.07904	1029.94504	20	1058.61332
2.07904	1058.61332	20	1087.19427
2.07904	1087.19427	20	1115.6891
2.07904	1115.6891	20	1144.09898
2.07904	1144.09898	20	1172.42504
2.07904	1172.42504	20	1200.66838
2.07904	1200.66838	20	1228.83005
2.07904	1228.83005	20	1256.91107
2.07904	1256.91107	20	1284.91243
2.07904	1284.91243	20	1312.83507
2.07904	1312.83507	20	1340.67993
2.07904	1340.67993	20	1368.44789
2.07904	1368.44789	20	1396.13983
2.07904	1396.13983	20	1423.7566
2.07904	1423.7566	20	1451.299
2.07904	1451.299	20	1478.76784
2.07904	1478.76784	20	1506.16388
1.96391	20	20	52.1336
1.96391	52.1336	20	83.52245
1.96391	83.52245	20	114.56584
1.96391	114.56584	20	145.35104
1.96391	145.35104	20	175.91595
1.96391	175.91595	20	206.28268
1.96391	206.28268	20	236.4664
1.96391	236.4664	20	266.47854
1.96391	266.47854	20	296.32826
1.96391	296.32826	20	326.0232
1.96391	326.0232	20	355.56989
1.96391	355.56989	20	384.97403
1.96391	384.97403	20	414.24068
1.96391	414.24068	20	443.37435
1.96391	443.37435	20	472.37915
1.96391	472.37915	20	501.25885
1.96391	501.25885	20	530.01691
1.96391	530.01691	20	558.65653
1.96391	558.65653	20	587.18047
1.96391	587.18047	20	615.59151
1.96391	615.59151	20	643.89221
1.96391	643.89221	20	672.08499
1.96391	672.08499	20	700.17212
1.96391	700.17212	20	728.15574
1.96391	728.15574	20	756.03785
1.96391	756.03785	20	783.82037
1.96391	783.82037	20	811.5051
1.96391	811.5051	20	839.09376
1.96391	839.09376	20	866.58798
1.96391	866.58798	20	893.98933
1.96391	893.98933	20	921.29932
1.96391	921.29932	20	948.51936
1.96391	948.51936	20	975.65083
1.96391	975.65083	20	1002.69504
1.96391	1002.69504	20	1029.65327
1.96391	1029.65327	20	1056.52672
1.96391	1056.52672	20	1083.31657
1.96391	1083.31657	20	1110.02395
1.96391	1110.02395	20	1136.64994
1.96391	1136.64994	20	1163.19559
1.96391	1163.19559	20	1189.66192
1.96391	1189.66192	20	1216.04991
1.96391	1216.04991	20	1242.36052
1.96391	1242.36052	20	1268.59465
1.96391	1268.59465	20	1294.75321
1.96391	1294.75321	20	1320.83705
1.96391	1320.83705	20	1346.84701
1.96391	1346.84701	20	1372.78392
1.96391	1372.78392	20	1398.64856
1.96391	1398.64856	20	1424.4417
1.847	20	20	50.40365
1.847	50.40365	20	80.09179
1.847	80.09179	20	109.43527
1.847	109.43527	20	138.51992
1.847	138.51992	20	167.38392
1.847	167.38392	20	196.0498
1.847	196.0498	20	224.53308
1.847	224.53308	20	252.84547
1.847	252.84547	20	280.99631
1.847	280.99631	20	308.99341
1.847	308.99341	20	336.8434
1.847	336.8434	20	364.55209
1.847	364.55209	20	392.1246
1.847	392.1246	20	419.56551
1.847	419.56551	20	446.87897
1.847	446.87897	20	474.06874
1.847	474.06874	20	501.13833
1.847	501.13833	20	528.09101
1.847	528.09101	20	554.92968
1.847	554.92968	20	581.65692
1.847	581.65692	20	608.27533
1.847	608.27533	20	634.78734
1.847	634.78734	20	661.19522
1.847	661.19522	20	687.50113
1.847	687.50113	20	713.70708
1.847	713.70708	20	739.81499
1.847	739.81499	20	765.82667
1.847	765.82667	20	791.74382
1.847	791.74382	20	817.56809
1.847	817.56809	20	843.30103
1.847	843.30103	20	868.94414
1.847	868.94414	20	894.49885
1.847	894.49885	20	919.96651
1.847	919.96651	20	945.34846
1.847	945.34846	20	970.64593
1.847	970.64593	20	995.86016
1.847	995.86016	20	1020.99229
1.847	1020.99229	20	1046.04345
1.847	1046.04345	20	1071.01474
1.847	1071.01474	20	1095.90718
1.847	1095.90718	20	1120.72179
1.847	1120.72179	20	1145.45955
1.847	1145.45955	20	1170.12141
1.847	1170.12141	20	1194.70827
1.847	1194.70827	20	1219.22102
1.847	1219.22102	20	1243.66052
1.847	1243.66052	20	1268.02761
1.847	1268.02761	20	1292.32309
1.847	1292.32309	20	1316.54775
1.847	1316.54775	20	1340.70235
1.72831	20	20	48.621
1.72831	48.621	20	76.55832
1.72831	76.55832	20	104.15326
1.72831	104.15326	20	131.48965
1.72831	131.48965	20	158.60574
1.72831	158.60574	20	185.52435
1.72831	185.52435	20	212.26125
1.72831	212.26125	20	238.82836
1.72831	238.82836	20	265.23523
1.72831	265.23523	20	291.48975
1.72831	291.48975	20	317.59868
1.72831	317.59868	20	343.56788
1.72831	343.56788	20	369.40254
1.72831	369.40254	20	395.10729
1.72831	395.10729	20	420.68628
1.72831	420.68628	20	446.14333
1.72831	446.14333	20	471.48193
1.72831	471.48193	20	496.7053
1.72831	496.7053	20	521.81658
1.72831	521.81658	20	546.81838
1.72831	546.81838	20	571.71307
1.72831	571.71307	20	596.50311
1.72831	596.50311	20	621.19078
1.72831	621.19078	20	645.77821
1.72831	645.77821	20	670.26746
1.72831	670.26746	20	694.66045
1.72831	694.66045	20	718.95897
1.72831	718.95897	20	743.16474
1.72831	743.16474	20	767.27939
1.72831	767.27939	20	791.30448
1.72831	791.30448	20	815.24148
1.72831	815.24148	20	839.09183
1.72831	839.09183	20	862.85687
1.72831	862.85687	20	886.53792
1.72831	886.53792	20	910.13623
1.72831	910.13623	20	933.65299
1.72831	933.65299	20	957.08938
1.72831	957.08938	20	980.4465
1.72831	980.4465	20	1003.72543
1.72831	1003.72543	20	1026.92721
1.72831	1026.92721	20	1050.05283
1.72831	1050.05283	20	1073.10328
1.72831	1073.10328	20	1096.07948
1.72831	1096.07948	20	1118.98234
1.72831	1118.98234	20	1141.81274
1.72831	1141.81274	20	1164.57154
1.72831	1164.57154	20	1187.25956
